document_id,caso_id,source_system,source_url,download_url,downloaded_at,http_status,content_type,filename,sha256,file_size,extraction_status,notes
DOC-REAL-001,REAL-FED-001,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0342-2024,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0342-2024,2026-07-23,200,text/html,SUP-RAP-0342-2024.html,,490955,extraido_texto,Descarga local exitosa
DOC-REAL-002,REAL-FED-002,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0352-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0352-2024-,2026-07-23,200,text/html,SUP-RAP-0352-2024.html,,256040,extraido_texto,Descarga local exitosa
DOC-REAL-003,REAL-FED-003,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0357-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0357-2024-,2026-07-23,200,text/html,SUP-RAP-0357-2024.html,,549940,extraido_texto,Descarga local exitosa
DOC-REAL-004,REAL-FED-004,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0413-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SUP-RAP-0413-2024-,2026-07-23,200,text/html,SUP-RAP-0413-2024.html,,1737428,extraido_texto,Descarga local exitosa
DOC-REAL-005,REAL-FED-005,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SCM-RAP-0047-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/SCM-RAP-0047-2024-,2026-07-23,200,text/html,SCM-RAP-0047-2024.html,b68e7d423b5130f15a28acca9d7c9d7e6007ad08bd5771de97b240330259fdc8,1359702,descargado_html,Descarga local exitosa con verificacion Playwright/Chromium
DOC-REAL-006,REAL-FED-006,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/ST-RAP-0074-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/ST-RAP-0074-2024-,2026-07-23,200,text/html,ST-RAP-0074-2024.html,9b3495963daeb2b316ab0ab5dafd52c848cc0f1ede76c93a831d8e09a8b428a2,802641,descargado_html,Descarga local exitosa con verificacion Playwright/Chromium
DOC-REAL-007,REAL-FED-007,TEPJF,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/ST-RAP-0050-2024-,https://www.te.gob.mx/sentenciasHTML/convertir/expediente/ST-RAP-0050-2024-,2026-07-23,200,text/html,ST-RAP-0050-2024.html,56f9ae434359d26946633f3d277c9b29ca9a0e94ad22fc263b392a1f95cc7830,689427,descargado_html,Descarga local exitosa con verificacion Playwright/Chromium
